id,peso,grasa,visibilidad,tipo,precio minorista maximo,id tienda unica,inaguracion,tamanho,ubicacion,tipo de tienda,ventas
FDY10,17.6,Bajo,0.049267759,Snack,113.0176,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,2862.94
FDK41,14.3,Bajo,0.12826315,Congelados,83.4224,OUT017,2007,,Sede 2,Supermercado Tipo1,681.7792
FDL24,10.3,Regular,0.02494708,Productos para hornear,172.3422,OUT045,2002,,Sede 2,Supermercado Tipo1,5690.5926
FDZ07,15.1,Regular,0.157154813,Frutas y Vegetales,62.2194,OUT010,1998,,Sede 3,Abarrotes,185.7582
DRI03,6.03,Bajo,0.022832115,Diariamente,176.7028,OUT017,2007,,Sede 2,Supermercado Tipo1,1416.8224
FDW56,7.68,Bajo,0.070900282,Frutas y Vegetales,192.6162,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,5580.0698
FDR20,20,Regular,0.028180789,Frutas y Vegetales,46.8744,OUT045,2002,,Sede 2,Supermercado Tipo1,905.488
FDC50,15.85,Bajo,0.136497913,Enlatados,96.3094,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,2856.282
NCX05,15.2,Bajo,0.162462044,Higiene,117.6492,OUT010,1998,,Sede 3,Abarrotes,347.5476
FDU23,12.15,Bajo,0,Panes,164.7184,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,3962.8416
FDN45,19.35,Bajo,0.118080437,Snack,222.6088,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,6040.1376
FDQ51,,Regular,0.017466284,Carne,45.4718,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,1323.6104
FDH21,,Bajo,0.031073804,Comida marina,157.5604,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,5704.5744
DRZ11,8.85,Regular,0.113302223,Bebidas Suaves,125.1388,OUT017,2007,,Sede 2,Supermercado Tipo1,1114.5492
NCI43,19.85,Bajo,0.025968706,Productos de casa,49.5376,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1006.6896
DRF03,19.1,Bajo,0.045400017,Diariamente,38.8138,OUT045,2002,,Sede 2,Supermercado Tipo1,690.4346
NCF30,17,Bajo,0.126958147,Productos de casa,125.8362,OUT017,2007,,Sede 2,Supermercado Tipo1,2516.724
FDB12,11.15,Regular,0.105307659,Productos para hornear,102.0648,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1038.648
FDW19,12.35,Regular,0.038500421,Frutas y Vegetales,110.757,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1208.427
FDB45,20.85,Bajo,0.02137305,Frutas y Vegetales,103.3306,OUT045,2002,,Sede 2,Supermercado Tipo1,522.653
FDY55,,Bajo,0,Frutas y Vegetales,255.7988,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,9251.9568
FDK40,7.035,Bajo,0,Congelados,263.291,OUT010,1998,,Sede 3,Abarrotes,525.982
FDU11,4.785,Bajo,0.09297084,Panes,122.0098,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,2048.6666
FDP33,,Bajo,0.088839949,Snack,254.2672,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,10993.6896
FDN49,17.25,Regular,0.209600084,Desayuno,40.348,OUT010,1998,,Sede 3,Abarrotes,39.948
FDR15,9.3,Regular,0.033505804,Carne,153.4314,OUT045,2002,,Sede 2,Supermercado Tipo1,2482.1024
FDO38,17.25,Bajo,0.072986772,Enlatados,78.8986,OUT045,2002,,Sede 2,Supermercado Tipo1,1635.8706
DRC24,17.85,Bajo,0.024961677,Bebidas Suaves,153.1998,OUT017,2007,,Sede 2,Supermercado Tipo1,3383.5956
NCU17,,Bajo,0.092433518,Higiene,101.6674,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,1426.1436
FDK22,9.8,Bajo,0.026081567,Snack,217.585,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,4327.7
DRP35,18.85,Bajo,0.09079168,Bebidas Fuertes,127.1336,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,3579.3408
NCL29,9.695,Bajo,0.113917889,Higiene,158.2604,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,2693.8268
FDG53,10,Bajo,0.045928229,Congelados,138.118,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,1957.452
DRM23,16.6,Bajo,0.135620265,Bebidas Fuertes,172.9422,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,2931.5174
FDR09,18.25,Bajo,0.077709902,Snack,259.6962,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,5438.9202
NCJ30,5.82,Bajo,0.134975628,Productos de casa,170.579,OUT010,1998,,Sede 3,Abarrotes,509.337
FDZ04,9.31,Bajo,0.037955094,Congelados,62.151,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1201.769
FDM10,18.25,Bajo,0.076125668,Snack,214.0218,OUT045,2002,,Sede 2,Supermercado Tipo1,2564.6616
FDR21,19.7,Bajo,0.067039526,Snack,178.337,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,1411.496
DRJ49,6.865,Bajo,0.014021626,Bebidas Suaves,127.1652,OUT045,2002,,Sede 2,Supermercado Tipo1,1291.652
FDJ15,11.35,Regular,0.023358738,Diariamente,184.4608,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,4042.7376
FDO34,17.7,Bajo,0.029933275,Snack,169.0816,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,5201.2296
NCG30,,Bajo,0.111777297,Productos de casa,124.6046,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,2863.6058
FDS60,20.85,Bajo,0.032448523,Productos para hornear,177.866,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1078.596
FDX57,17.25,Regular,0.047266211,Snack,97.0068,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1846.9292
FDS40,15.35,Bajo,0.01404119,Congelados,38.419,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,476.047
FDT08,13.65,LF,0.04917754,Frutas y Vegetales,151.805,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,2696.49
NCN29,15.2,Bajo,0.020280476,Higiene,49.1034,OUT010,1998,,Sede 3,Abarrotes,194.4136
FDY27,6.38,Bajo,0.031962866,Diariamente,178.0344,OUT045,2002,,Sede 2,Supermercado Tipo1,535.3032
NCR29,,Bajo,0.054376275,Higiene,56.293,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,2546.685
FDZ02,6.905,Regular,0.063850971,Diariamente,97.2726,OUT010,1998,,Sede 3,Abarrotes,195.7452
FDP40,,Regular,0.060154968,Congelados,110.1544,OUT019,1985,Pequeño,Sede 1,Abarrotes,111.8544
FDE11,,Regular,0.134441765,Starchy Foods,183.9924,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,6478.234
DRL35,15.7,Bajo,0.03067808,Bebidas Fuertes,44.777,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,605.878
FDD56,15.2,Regular,0.103758647,Frutas y Vegetales,177.0054,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,2976.7918
FDO39,,Regular,0.136701678,Carne,182.1608,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,5880.3456
FDG32,,Bajo,0.308145448,Frutas y Vegetales,222.0772,OUT019,1985,Pequeño,Sede 1,Abarrotes,889.5088
FDU50,,Regular,0.074806196,Diariamente,112.9176,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,3435.528
FDX24,8.355,Bajo,0.013926425,Productos para hornear,93.0462,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,1110.5544
NCN43,12.15,Bajo,0.006754117,Otros,122.173,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,2586.633
FDK34,13.35,Bajo,0,Snack,238.7564,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,1906.8512
NCN41,17,Bajo,0.052209303,Higiene,122.373,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,2586.633
FDW16,17.35,Regular,0.041538713,Congelados,93.1804,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,1378.206
FDP46,,Bajo,0.13064231,Snack,88.383,OUT019,1985,Pequeño,Sede 1,Abarrotes,89.883
NCD07,9.1,Bajo,0.055382616,Productos de casa,115.0518,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,683.1108
FDG44,6.13,Bajo,0,Frutas y Vegetales,54.1298,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1348.245
FDC20,,Bajo,0.041970938,Frutas y Vegetales,55.4272,OUT019,1985,Pequeño,Sede 1,Abarrotes,111.8544
FDB23,19.2,reg,0.005583951,Starchy Foods,226.9062,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,4514.124
DRK59,8.895,Bajo,0.075757177,Bebidas Fuertes,233.8616,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,937.4464
FDT31,19.75,Bajo,0.012467648,Frutas y Vegetales,188.1872,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,2458.1336
FDB15,10.895,Bajo,0.137368051,Diariamente,264.3568,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,4745.8224
FDI56,,Bajo,0.092933158,Frutas y Vegetales,91.0146,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,3466.1548
NCQ17,10.3,LF,0.117593973,Higiene,154.463,OUT017,2007,,Sede 2,Supermercado Tipo1,2503.408
FDH44,19.1,Regular,0.026018497,Frutas y Vegetales,148.2418,OUT017,2007,,Sede 2,Supermercado Tipo1,3089.9778
FDP40,4.555,Regular,0.034410585,Congelados,111.3544,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,1342.2528
NCR17,,Bajo,0.02426524,Higiene,114.0492,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,3938.8728
NCO53,16.2,Bajo,0.176175402,Higiene,184.0608,OUT017,2007,,Sede 2,Supermercado Tipo1,2021.3688
FDG38,8.975,Regular,0.088257771,Enlatados,84.1224,OUT010,1998,,Sede 3,Abarrotes,170.4448
FDO01,21.1,Regular,0.020750867,Desayuno,128.7994,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,1927.491
NCQ43,17.75,Bajo,0.111527348,Otros,110.2912,OUT045,2002,,Sede 2,Supermercado Tipo1,873.5296
FDU47,12.8,Regular,0.114318263,Panes,142.2838,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,421.4514
FDZ02,6.905,Regular,0.038363204,Diariamente,98.1726,OUT017,2007,,Sede 2,Supermercado Tipo1,587.2356
FDS04,10.195,Regular,0.245483691,Congelados,141.8838,OUT010,1998,,Sede 3,Abarrotes,280.9676
FDQ31,5.785,Regular,0.053930934,Frutas y Vegetales,87.3856,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,878.856
FDT57,,Bajo,0.018942606,Snack,236.0248,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,6636.6944
FDK50,7.96,Bajo,0.028339599,Enlatados,162.4894,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,1779.6834
FDB49,8.3,Regular,0.030151351,Productos para hornear,98.7384,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,492.692
FDN56,5.46,Regular,0.107274301,Frutas y Vegetales,145.5786,OUT045,2002,,Sede 2,Supermercado Tipo1,3900.9222
FDU02,13.35,Bajo,0.102670882,Diariamente,228.6352,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,3435.528
FDK26,5.46,reg,0.032177405,Enlatados,185.424,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,5219.872
DRA24,,Regular,0.039734882,Bebidas Suaves,165.7868,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,4913.604
FDF53,20.75,Regular,0.083536989,Congelados,180.3318,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,4149.9314
NCZ30,6.59,Bajo,0.026225693,Productos de casa,119.0098,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,2530.7058
FDF14,7.55,Bajo,0.0273235,Enlatados,151.934,OUT017,2007,,Sede 2,Supermercado Tipo1,1837.608
FDU40,20.85,Bajo,0.03747983,Congelados,192.7478,OUT045,2002,,Sede 2,Supermercado Tipo1,2131.2258
NCL18,18.85,Bajo,0.168531813,Productos de casa,192.5136,OUT017,2007,,Sede 2,Supermercado Tipo1,2916.204
FDP25,15.2,Bajo,0.021293909,Enlatados,218.4824,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,1528.6768
NCV05,10.1,Bajo,0.030269774,Higiene,152.4656,OUT045,2002,,Sede 2,Supermercado Tipo1,2934.8464
FDV49,10,Bajo,0.025822315,Enlatados,262.7226,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,3171.8712
FDJ56,8.985,LF,0.183688161,Frutas y Vegetales,100.27,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,998.7
FDI40,11.5,Regular,0.125579201,Congelados,99.7358,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,1105.8938
NCK05,,Bajo,0.077079177,Higiene,61.5536,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,918.804
NCI43,19.85,Bajo,0.026074491,Productos de casa,48.6376,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,575.2512
NCE42,21.1,Bajo,0.010593469,Productos de casa,234.2958,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,3739.1328
FDP40,4.555,Regular,0.034357169,Congelados,112.6544,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,2684.5056
FDU40,20.85,Bajo,0.037396901,Congelados,193.8478,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,2712.4692
DRK47,7.905,Bajo,0.064011067,Bebidas Fuertes,230.2694,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,4567.388
FDR32,6.78,Regular,0.085981978,Frutas y Vegetales,228.4694,OUT045,2002,,Sede 2,Supermercado Tipo1,5480.8656
FDS43,,Bajo,0.040318693,Frutas y Vegetales,186.224,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,5033.448
FDH50,15,Regular,0.161762835,Enlatados,185.9266,OUT045,2002,,Sede 2,Supermercado Tipo1,2581.9724
FDZ09,17.6,Bajo,0.104878967,Snack,164.8868,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,2456.802
FDS19,13.8,Regular,0.107469819,Frutas y Vegetales,77.8012,OUT010,1998,,Sede 3,Abarrotes,227.7036
NCU30,5.11,Bajo,0.034868095,Productos de casa,163.821,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,2120.573
FDI27,8.71,Regular,0.046079575,Diariamente,43.5744,OUT045,2002,,Sede 2,Supermercado Tipo1,407.4696
FDQ09,7.235,Bajo,0.058083831,Snack,113.6834,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,230.3668
FDB35,12.3,Regular,0.064618976,Starchy Foods,89.8804,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1286.3256
DRD12,6.96,Bajo,0.077178965,Bebidas Suaves,93.1146,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,2189.1504
FDW07,18,Regular,0.142910689,Frutas y Vegetales,89.6514,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,1859.5794
DRE13,6.28,Bajo,0.027682047,Bebidas Suaves,85.5198,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,1744.396
FDR11,10.5,Regular,0.142511272,Panes,158.7578,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,2246.4092
DRG36,14.15,Bajo,0.09557165,Bebidas Suaves,171.0106,OUT045,2002,,Sede 2,Supermercado Tipo1,4106.6544
DRD37,9.8,LF,0.02316823,Bebidas Suaves,47.506,OUT010,1998,,Sede 3,Abarrotes,186.424
FDX03,15.85,Regular,0.061045133,Carne,44.7744,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,181.0976
FDU46,10.3,Regular,0.011148865,Snack,84.854,OUT045,2002,,Sede 2,Supermercado Tipo1,778.986
FDV03,17.6,Bajo,0.058091269,Carne,156.2314,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,2947.4966
FDZ37,,Regular,0.019672774,Enlatados,86.4198,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,1918.8356
FDI24,10.3,Bajo,0.078678276,Productos para hornear,177.037,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,3705.177
FDX33,9.195,Regular,0.117667492,Snack,159.5578,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,1283.6624
FDG47,12.8,Bajo,0.069902438,Starchy Foods,261.3252,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,3410.2276
FDZ57,10,Regular,0.037757166,Snack,126.7994,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,1284.994
FDT04,17.25,Bajo,0.107021498,Congelados,40.5822,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,785.644
FDO49,,Regular,0.032892112,Desayuno,49.3008,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,1518.024
NCB43,20.2,Bajo,0.100477461,Productos de casa,187.7898,OUT017,2007,,Sede 2,Supermercado Tipo1,2245.0776
NCL53,7.5,Bajo,0.036228067,Higiene,175.2028,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,4427.57
FDM01,7.895,Regular,0.094488485,Desayuno,100.7332,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,1230.3984
FDO12,15.75,Bajo,0.055154296,Productos para hornear,195.5452,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,1174.4712
FDO13,,Bajo,0.106907604,Desayuno,162.8526,OUT019,1985,Pequeño,Sede 1,Abarrotes,493.3578
FDI04,13.65,reg,0.073060301,Congelados,196.2426,OUT045,2002,,Sede 2,Supermercado Tipo1,2570.6538
NCK05,20.1,Bajo,0.077439606,Higiene,60.6536,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,980.0576
FDP28,13.65,Regular,0.080968973,Congelados,259.7936,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,2609.936
FDJ44,12.3,Regular,0.106492562,Frutas y Vegetales,176.3396,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,1395.5168
FDS25,,Regular,0.139330557,Enlatados,109.5228,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,3426.2068
FDC02,21.35,Bajo,0.068822477,Enlatados,258.3278,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,7028.8506
FDT23,7.72,Regular,0.074669288,Panes,76.3986,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,1402.1748
NCD31,12.1,Bajo,0.025834128,Productos de casa,165.1526,OUT010,1998,,Sede 3,Abarrotes,164.4526
FDV19,14.85,Regular,0.035227697,Frutas y Vegetales,159.5578,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,2085.9514
NCQ30,,Bajo,0.050901814,Productos de casa,120.5414,OUT019,1985,Pequeño,Sede 1,Abarrotes,365.5242
NCD18,16,Bajo,0.072965144,Productos de casa,231.3668,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,4607.336
FDL10,8.395,Bajo,0.039492207,Snack,97.3042,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1091.2462
FDX20,7.365,Bajo,0.042552205,Frutas y Vegetales,225.172,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,3395.58
FDM32,20.5,Bajo,0.020587886,Frutas y Vegetales,89.583,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,1797.66
FDR09,18.25,Bajo,0.130095044,Snack,257.2962,OUT010,1998,,Sede 3,Abarrotes,517.9924
FDL34,,Bajo,0.040747616,Snack,140.2496,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,4093.3384
NCK42,7.475,LF,0.013146636,Productos de casa,214.5192,OUT045,2002,,Sede 2,Supermercado Tipo1,2804.3496
FDU23,12.15,Bajo,0.02176755,Panes,164.6184,OUT045,2002,,Sede 2,Supermercado Tipo1,3797.7232
DRI01,7.97,Bajo,0,Bebidas Suaves,172.0422,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,5690.5926
FDG16,15.25,Bajo,0.08995645,Congelados,217.1192,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,3235.788
FDY56,16.35,Regular,0.062665642,Frutas y Vegetales,225.6062,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,1579.9434
FDO24,11.1,Bajo,0.176182345,Productos para hornear,158.1604,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,1901.5248
NCV29,11.8,Bajo,0.022843501,Higiene,177.8686,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,4621.9836
FDQ48,14.3,Regular,0.034411238,Productos para hornear,98.6726,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,782.9808
FDU15,13.65,Regular,0,Carne,36.6532,OUT017,2007,,Sede 2,Supermercado Tipo1,755.0172
FDS47,16.75,Bajo,0.128861359,Panes,86.2856,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,1406.1696
FDO50,16.25,Bajo,0.078290271,Enlatados,93.1804,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,1194.4452
FDW48,18,Bajo,0.008539208,Productos para hornear,81.2618,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,402.809
FDV20,20.2,Regular,0.100095288,Frutas y Vegetales,125.2678,OUT010,1998,,Sede 3,Abarrotes,127.1678
FDW47,15,Bajo,0.046447328,Panes,121.5414,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,2436.828
FDA07,,Regular,0.030794774,Frutas y Vegetales,122.9072,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,4532.7664
FDZ16,,Regular,0.159081735,Congelados,193.5478,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,4649.9472
FDN09,,Bajo,0.034705807,Snack,241.6828,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,4873.656
FDB50,13,Bajo,0.154487495,Enlatados,77.2986,OUT017,2007,,Sede 2,Supermercado Tipo1,1246.3776
NCL06,14.65,Bajo,0.072178679,Productos de casa,262.9594,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,5233.188
DRG03,,Bajo,0.061686402,Diariamente,153.9998,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,5229.1932
DRM59,5.88,Bajo,0.003599378,Bebidas Fuertes,152.2998,OUT045,2002,,Sede 2,Supermercado Tipo1,3075.996
FDU25,12.35,Bajo,0.026832182,Enlatados,57.3246,OUT017,2007,,Sede 2,Supermercado Tipo1,1332.2658
NCU42,9,Bajo,0.019616991,Productos de casa,169.6474,OUT017,2007,,Sede 2,Supermercado Tipo1,2526.711
FDH21,10.395,LF,0.05226427,Comida marina,158.4604,OUT010,1998,,Sede 3,Abarrotes,158.4604
DRO47,10.195,Bajo,0.112203445,Bebidas Fuertes,111.786,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,1697.79
FDC44,,Bajo,0.171761077,Frutas y Vegetales,115.7518,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,5351.0346
NCL29,9.695,Bajo,0.114170506,Higiene,158.9604,OUT045,2002,,Sede 2,Supermercado Tipo1,1743.0644
FDL48,19.35,Regular,0.082266419,Productos para hornear,48.8034,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,340.2238
FDJ21,16.7,Regular,0.038685176,Snack,146.6102,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,2770.3938
FDT40,5.985,LF,0.095795326,Congelados,128.4678,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,508.6712
NCD43,8.85,Bajo,0.026814124,Productos de casa,103.7964,OUT010,1998,,Sede 3,Abarrotes,210.3928
FDM28,15.7,Bajo,0.045203854,Congelados,180.266,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1617.894
FDR35,12.5,Bajo,0.020697723,Panes,198.8742,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,5773.1518
NCP17,19.35,Bajo,0.027827268,Higiene,65.6168,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,383.5008
FDT23,7.72,Regular,0.074883035,Panes,79.8986,OUT045,2002,,Sede 2,Supermercado Tipo1,1090.5804
FDX15,17.2,Bajo,0.156298858,Carne,162.1578,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1283.6624
NCU42,,Bajo,0.019412192,Productos de casa,166.5474,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,4379.6324
FDV23,,Bajo,0.105324246,Panes,125.7046,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,3237.1196
FDY34,,Regular,0.019227816,Snack,163.9842,OUT019,1985,Pequeño,Sede 1,Abarrotes,331.5684
FDE16,8.895,Bajo,0.044093978,Congelados,208.3954,OUT010,1998,,Sede 3,Abarrotes,1041.977
FDV60,20.2,Regular,0.117599259,Productos para hornear,195.311,OUT045,2002,,Sede 2,Supermercado Tipo1,3338.987
FDQ44,20.5,Bajo,0.036140297,Frutas y Vegetales,120.0756,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,2302.3364
FDZ09,17.6,Bajo,0.104791689,Snack,165.2868,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,3111.9492
FDW36,11.15,Bajo,0.057021156,Productos para hornear,106.8622,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,2011.3818
NCZ30,,LF,0.026058181,Productos de casa,121.9098,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,3374.2744
FDL09,19.6,Regular,0.12829573,Snack,167.2816,OUT045,2002,,Sede 2,Supermercado Tipo1,2013.3792
FDE05,10.895,Regular,0.03263762,Congelados,147.7102,OUT017,2007,,Sede 2,Supermercado Tipo1,1895.5326
DRO35,13.85,LF,0.034765901,Bebidas Fuertes,114.2492,OUT017,2007,,Sede 2,Supermercado Tipo1,1853.5872
FDN60,15.1,Bajo,0.095696334,Productos para hornear,159.7604,OUT017,2007,,Sede 2,Supermercado Tipo1,2693.8268
NCZ29,15,Bajo,0.071371458,Higiene,125.2362,OUT046,1997,Pequeño,Sede 1,Supermercado Tipo1,1384.1982
FDX08,12.85,Bajo,0.022696131,Frutas y Vegetales,179.9318,OUT018,2009,Mediano,Sede 3,Supermercado Tipo2,2706.477
FDZ16,16.85,Regular,0.267565911,Congelados,194.1478,OUT010,1998,,Sede 3,Abarrotes,1162.4868
DRL37,15.5,Bajo,0.053327763,Bebidas Suaves,44.477,OUT013,1987,Grande,Sede 3,Supermercado Tipo1,865.54
FDL21,15.85,Regular,0.007145063,Snack,41.048,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,479.376
FDW10,21.2,Bajo,0.071076055,Snack,174.837,OUT017,2007,,Sede 2,Supermercado Tipo1,5469.547
FDB53,13.35,Bajo,0.139426044,Congelados,148.3392,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,3877.6192
DRM49,6.11,Regular,0.151925271,Bebidas Suaves,46.6086,OUT035,2004,Pequeño,Sede 2,Supermercado Tipo1,624.5204
NCD06,13,Bajo,0.099479703,Productos de casa,44.906,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,652.484
FDN10,,Bajo,0.045900448,Snack,118.9124,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,2844.2976
FDS13,,Bajo,0.21799414,Enlatados,266.5884,OUT019,1985,Pequeño,Sede 1,Abarrotes,1324.942
FDH38,6.425,Bajo,0.010454459,Enlatados,115.6808,OUT049,1999,Mediano,Sede 1,Supermercado Tipo1,1406.1696
FDY21,,Bajo,0.172641213,Snack,195.111,OUT027,1985,Mediano,Sede 3,Supermercado Tipo3,5303.097
FDT60,12,Bajo,0.075701524,Productos para hornear,124.6388,OUT045,2002,,Sede 2,Supermercado Tipo1,2105.2596
